title,last_name,first_name,year,"publisher",place,corpus_index,word_count,origin,medium,category,corpus_type
מיכסות לבנינים ולשטחים ציבוריים,יבין,שמואל,1964,"משרד השיכון אגף הפרוגרמות - מוסדות ציבור",תל-אביב,2800015,7219,Scanned,Survey,משרד השיכון,IIA
לקראת תקן ישראלי לניהול פרויקטי בניה - נייר עמדה,רוזנפלד,יחיאל,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200066,2079,Born digital,נייר עמדה,המכון הלאומי לחקר הבנייה,IIA
"מדיניות לאומית בתחום הבינוי ",בנטור,אמנון,2015,"המכון הלאומי לחקר הבנייה",חיפה,1200067,6549,Born digital,"דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"חסמים, פתרונות והזדמנויות בפיתוח שוק החומרים והמוצרים הירוקים בישראל",ילינק,אביאל,2015,"המשרד לאיכות הסביבה",,1400058,24074,Born digital,,המשרד להגנת הסביבה,IIA
הפחתת רעש מזגן דירתי מפוצל באמצעות בקרת רעש אקטיבית,אלעד,דוד,2000,"המשרד לאיכות הסביבה",תל אביב?,1400045,5389,Born digital,,המשרד להגנת הסביבה,IIA
הנצלה של שארית צמנט פעיל בפסולת בנייה לשימוש נוסף בבטון חדש,קוליש,דניאל,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200027,21523,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
הפחתת משקל של תקרות דרוכות באמצעות תכן אופטימלי של מיקומי העמודים ופריסת כבלי הדריכה,זליקמן,יעקב,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200032,16847,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
חיזוי אמין של לחצי תפיחה ותפיחה חופשית בקרקע חרסיתית בקנה מידה המתאים לשדה,טלסניק,מרק,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200055,3591,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
חקירת תגובת הקרקע להעמסה מחזורית באמצעות מדידה ישירה של מאמץ גזירה בתוך הקרקע,עומר,איתמר,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200059,4063,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
פיתוח אלמנטים נבונים מצמנט מגנזיום פוספט (פוסמנט) משוריין בטקסטיל בעלי יכולות מבניות ויכולת חישה מתקדמות,גולדפלד,יסכה,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200088,13871,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"פיתוח חומרים צמנטיים ידידותיים לסביבה על ידי מחזור פסולות תעשייתיות, שלב א'",סבח,אדם,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200093,252,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
פיתוח מערכת תשתית תת קרקעית נבונה באמצעות שילוב טכנולוגיות חדשות של מטריצת מגנזיום פוספט (פוסמנט) ושריון מארג אגדי סיבי פחמן,גולדפלד,יסכה,2022,"המכון הלאומי לחקר הבנייה",חיפה,1200097,390,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
ג'נטריפיקציה בישראל - דחיקת דיירים בפרויקטים של פינוי בינוי,ברודקין,איריס,2022,"המרכז לחקר העיר והאזור",חיפה,1300015,33814,Born digital,,המרכז לחקר העיר והאזור,IIA
בחינה טכנו-כלכלית תשתיות לטעינת רכבים חשמליים בבנייני מגורים,"יחידת החדשנות והמו""פ, אגף תורת הבניה ופיתוח הנדסי",,2022,"משרד הבינוי והשיכון",,1800198,9761,Born digital,report,משרד השיכון,IIA
מדריך ליישום הריסה סלקטיבית (בררנית) – פסולת בנייה והריסה,טל,אורי,2022,"המשרד לאיכות הסביבה",,1400084,1295,Born digital,,המשרד להגנת הסביבה,IIA
מדריך לעריכת תוכנית לניהול פסולת באתר בנייה והריסה,טל,אורי,2022,"המשרד לאיכות הסביבה",,1400086,867,Born digital,,המשרד להגנת הסביבה,IIA
דוח עתודות בנייה ירוקה בישראל 2021,מזרחי,רוית,2022,"המשרד להגנת הסביבה",,1400011,3458,Born digital,,המשרד להגנת הסביבה,IIA
קידום כלי מדיניות למדידה ולהפחתה של הפחמן המגולם בענף הבנייה בישראל,פלדי,נדב,2022,"המשרד להגנת הסביבה",ירושלים,1400000,19498,Born digital,,המשרד להגנת הסביבה,IIA
ג'נטריפיקציה בישראל - דחיקת דיירים בפרויקטים של פינוי בינוי,ברודקין,איריס,2022,"המרכז לחקר העיר והאזור",חיפה,2300105,34419,Scanned,report,המרכז לחקר העיר והאזור,IIA
אסטרטגיה למינוף תכנית תכנן ובנה לקידום תיעוש הבניה ואיכות החיים בישראל,רוזנפלד,יחיאל,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200006,35884,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
בחינת השפעת איכות האבן על תכונות בטון,כץ,אמנון,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200011,561,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
גישה משולבת להארכת מחזור החיים של מבנים מבטון מזוין,קובלר,קונסטנטין,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200020,5711,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
הערכת הכדאיות הכלכלית של שילוב טכנולוגיות מקדמות בתכן סיסמי של מבנים חדשים באמצעות אופטימיזציה,לבן,אורן,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200029,7927,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
חקירת תגובת קרקעות לעומס סטטי ומחזורי באמצעות חיישני מאמץ ועיבור,דולב,נעה,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200060,16704,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"מחזור פסולת בטון לצרכי ייצור קלינקר של צמנט פורטלנד, שלב ב'",ז'וטובסקי,סמיון,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200070,5254,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
מכניזם ההידבקות והעיגון של מוט זיון בבטון עם אגרגטים ממוחזרים מבטון מפסולת בנייה,ינקלבסקי,דוד,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200074,18265,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
קביעת פרמטרים לתכנון כלונסאות בישראל על בסיס תוצאות ניסויי העמסה,קורייאת,יוסף,2021,"המכון הלאומי לחקר הבנייה",חיפה,1200100,19199,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"אנרגיה מתחדשת מקורקעת - החסמים של רגולציה קרקעית ותיכנונית בישראל במבט השוואתי - דוח על מחקר  ",אלתרמן,רחל,2021,"המרכז לחקר העיר והאזור",חיפה,1300013,15311,Born digital,,המרכז לחקר העיר והאזור,IIA
"התחדשות עירונית 360 ",כלימור,תגית,2021,"המרכז לחקר העיר והאזור",חיפה,1300003,37997,Born digital,,המרכז לחקר העיר והאזור,IIA
שכונה 360 חוברת מקרי מבחן לתוכניות בהובלת משרד הבינוי והשיכון,הורוביץ הראל,ענת,2021,"משרד הבינוי והשיכון",,1800015,14530,Born digital,research,משרד השיכון,IIA
עמידות סיסמית של מבני מגורים רבי קומות בעלי מעטפת קירות הקשחה מבטון מזוין הכוללים פתחים ואי-רציפות בקומת הקרקע,המכון הלאומי לחקר הבנייה,,2021,"משרד הבינוי והשיכון",חיפה,1800196,16709,Born digital,research,משרד השיכון,IIA
"פיתוח שיטה אמפירית לחישוב תקופה בסיסית למבנים מבטון מזויין גבוהים מ 15- מ', בעלי מרחב מוגן דירתי, שנבנו בישראל לאחר שנת 1993",משרד הבינוי והשיכון,,2021,"משרד הבינוי והשיכון",,1800192,3230,Born digital,research,משרד השיכון,IIA
פרמטרים של רעידות אדמה לבחינת גורמי הסיכון הסיסמיים ותכן מבנים ושיטות קביעתם,משרד הבינוי והשיכון,,2021,"משרד הבינוי והשיכון",,1800191,2330,Born digital,research,משרד השיכון,IIA
תכנון מבני מגורים על גבי העתק פעיל,משרד הבינוי והשיכון,,2021,"משרד הבינוי והשיכון",חיפה,1800189,5766,Born digital,research,משרד השיכון,IIA
עתודות בנייה ירוקה בישראל 2020,מזרחי,רוית,2021,"המשרד להגנת הסביבה",,1400003,3168,Born digital,,המשרד להגנת הסביבה,IIA
"פיתוח מסגרת להערכת התכנון של שמורות ביוספריות ובחינת השפעת התכנון על ישומן ",גולן כליף,"ליהי ",2021,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500258,45076,Born digital,Thesis,תזות,IIA
"""עולם של מציאות בהמתנה"": דינמיקה של המרחב הקיבוצי בשנות השבעים של המאה העשרים",שכנאי רן,"עידית ",2021,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500260,86096,Born digital,Thesis,תזות,IIA
ג'נטריפיקציה (עִלּות) בישראל מיפוי תופעת דחיקת דיירים בפרויקטים של פינוי בינוי,ברודקין,"איריס ",2021,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500261,36141,Born digital,Thesis,תזות,IIA
בתי בארי: המבנן הברוטליסטי כבית לקהילה – אתמול והיום,זמר,"נועה ",2021,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500262,25620,Born digital,Thesis,תזות,IIA
"האם משחק יכול לתמוך בהטמעת שיקולים חברתיים בתכנון ערים? השפעת משחקים רציניים מבוססי מערכות מידע גיאוגרפי על הטמעת שיקולים חברתיים בתכנון ערים, שכונת הדר הכרמל כמקרה בוחן",סרולוביץ',"הגר נעמי ",2021,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500264,18231,Born digital,Thesis,תזות,IIA
מחזור פסולת בטון לצרכי ייצור קלינקר של צמנט פורטלנד,ז'וטובסקי,סמיון,2020,"המכון הלאומי לחקר הבנייה",חיפה,1200069,166,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
מנגנוני כשל קילוף במערכות אריחים מודבקים,פלדפוגל,שי,2020,"המכון הלאומי לחקר הבנייה",חיפה,1200075,17113,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
שידרוג קירות מבטון מזוין בפני עומסי אימפקט וחיזוי תגובתם הדינמית בעזרת השימוש בשיטת האלמנטים הסופיים והבדידים,ג'בארין,מחמוד,2020,"המכון הלאומי לחקר הבנייה",חיפה,1200113,303,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
שיטת Lean Construction לפרויקטים של תשתיות ופיתוח,זקס,רפאל,2020,"המכון הלאומי לחקר הבנייה",חיפה,1200117,19336,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
לגיטימציה של הסכמים עם יזמים,ארליך,חוה,2020,"המרכז לחקר העיר והאזור",חיפה,1300025,28296,Born digital,,המרכז לחקר העיר והאזור,IIA
"חוזרת מן המתים - תמא 38, לכידת ערך, ותפיסות בעלי עניין - מחקר הערכה",מועלם,ניר,2020,"מכון לינקולן",חיפה,1300000,17343,Born digital,,המרכז לחקר העיר והאזור,IIA
שידרוג קירות מבטון מזוין בפני עומסי אימפקט וחיזוי תגובתם הדינמית בעזרת השימוש בשיטת האלמנטים הסופיים והבדידים,ג'בארין,מחמוד,2020,"משרד הבינוי והשיכון",חיפה,1800173,14915,Born digital,research,משרד השיכון,IIA
מחזור פסולת בטון לצרכי ייצור קלינקר של צמנט פורטלנד,ז'וטובסקי,"סמיון ",2020,"המכון הלאומי לחקר הבניה",חיפה,1800017,5639,Born digital,research,משרד השיכון,IIA
התאוצה לתכנון במפרץ חיפה כתלות בגורמים הגיאולוגים המתארים את הפעילות הסיסמית של העתק הכרמל,משרד הבינוי והשיכון,,2020,"משרד הבינוי והשיכון",,1800170,7552,Born digital,research,משרד השיכון,IIA
עשור חמישי לפרויקט שיקום שכונות הצעת מודל פעולה חדש,משרד הבינוי והשיכון,,2020,"משרד הבינוי והשיכון",,1800014,39659,Born digital,proposal,משרד השיכון,IIA
טבע – אדם – עיר תוכנית אב לתשתית אקולוגית חריש,ג'ולי לוי פלד,,2020,"משרד הבינוי והשיכון",,1800199,8437,Born digital,master plan,משרד השיכון,IIA
"תת הקרקע בנגב המערבי, הסתכלות מחודשת על הגיאולוגיה לצורך עדכון ודיוק של אזורים המועדים להגברה חריגה",משרד הבינוי והשיכון,,2020,"משרד הבינוי והשיכון",,1800172,6917,Born digital,research,משרד השיכון,IIA
עתודות בנייה ירוקה בישראל 2019,שרון,גל,2020,"המשרד להגנת הסביבה",,1400002,3008,Born digital,,המשרד להגנת הסביבה,IIA
מעמדו של תסקיר ההשפעה על הבריאות ונוכחותם של ההיבטים הבריאותיים במערכת התכנון בישראל בהקשר של פרויקטים לאומיים – מקרה הבוחן של שדה תעופה בינלאומי משלים,גרינשפון,"ביאנה ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500243,33541,Born digital,Thesis,תזות,IIA
"עורף בתכנון - קריאה עירונית של מנגנוני הגנה אזרחית
",צוק,"עידו ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500244,34988,Born digital,Thesis,תזות,IIA
"תהליכי מודרניזציה ואורבניזציה בחיפה וצפון הארץ בשלהי התקופה העות'מאנית (1850-1917) - הקמת תשתיות אזוריות, התפתחות עירונית ושינויים בתרבות המגורים",בן הלל,"קרן ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500245,44284,Born digital,Thesis,תזות,IIA
השכונה הניסיונית-אינטגרטיבית בקריית גת - בין מדיניות דיור לחיי היומיום,ברעם,"נועה ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500246,32839,Born digital,Thesis,תזות,IIA
"ההשפעה של תחנות רכבת על פארקים תעשייתיים באזורי פריפריה
",בושנר,"שירלי ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500248,13745,Born digital,Thesis,תזות,IIA
"עירוניות פלסטינית מתחדשת בחיפה - עיר, מקום, תרבות וזהות",זעאתרה,"הייא ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500249,28796,Born digital,Thesis,תזות,IIA
בחינת העמדות כלפי השטחים הפתוחים בקרב בני נוער מהחברה הערבית בישראל,"סעאדה ",יונס,2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500250,14313,Born digital,Thesis,תזות,IIA
שילוב מרחב תת קרקעי בתכנון העירוני - תמונת ראי לתכנון עירוני,דובר,"דלית ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500251,27666,Born digital,Thesis,תזות,IIA
"וילות צנע - אדריכלות, עיצוב פנים ומעמד חברתי בישראל (1948-1967)",קלינגבייל שילה,"שני ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500253,57447,Born digital,Thesis,תזות,IIA
חניוני לילה בנגב - כיצד ניתן לאזן בין פגיעתם במערכת האקולוגית לשיפור התועלות המופקות מהם למבקרים?,גייסלר,גל,2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500255,12249,Born digital,Thesis,תזות,IIA
פלטפורמת Airbnb כסוכן זהות שכונתית ניתוח יחסי הגומלין בית בין בית ה-Airbnb לזהות השכונה,"דיסקין ","ירדן דקלה ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500256,23268,Born digital,Thesis,תזות,IIA
תפקיד האדריכלות במתחמי מגורים להמונים בעיר הניאו-ליברלית - ממגורים משוכפלים למגורים מתוכננים,מאירוביץ,"מריאן ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500257,24796,Born digital,Thesis,תזות,IIA
הפיכה צבאית? על יחסי הגומלין שבין שכונה צבאית לשכונות אזרחיות - העיר יבנה כמקרה בוחן,אבניאל,"הדר ",2020,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500259,29923,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (רישום מגרש תלת-ממדי), תשף-2020",,,2020,,,1900059,507,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תכן הבנייה) (בנייה בת-קיימה), תשף-2020",,,2020,,,1900060,960,Born digital,Statute,רגולציה,IIA
לגיטימציה של הסכמים בין רשויות התיכנון ליזמים - החוק והפרקטיקה בישראל במבט בין לאומי השוואתי,ארליך,חוה,2020,"המרכז לחקר העיר והאזור",חיפה,2300111,28758,Scanned,report,המרכז לחקר העיר והאזור,IIA
אופטימיזציית הפסד-עלות מרובת מטרות לשדרוג סיסמי של מבנים באמצעות מרסנים ויסקוזיים,לבן,אורן,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200001,8532,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
בחינת ההשפעה של מנהל פרויקט מטעם היזם על התוצאות של פרויקטי בנייה,רוזנפלד,יחיאל,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200010,24920,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
השפעת העיסה הצמנטית הישנה על תכונות בטון מאגרגט ממוחזר,מנדלבוים,ליעד,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200037,540,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
השפעת מנהור על תשתיות קבורות בסביבה עירונית,קלר,אסף,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200038,204,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
יישום מתקדם של שיטות Lean Construction בהקמת בנייני מגורים,זקס,רפאל,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200063,1498,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
כימות התכונות המכניות – מבניות של קירות דֶבֶּש לצורך הערכת עמידותם הסיסמית,ג'בר,גאלי,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200064,17999,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
פיתוח מודל מבני-חשמלי לקורות בטון משוריינות בטקסטיל נבון,גולדפלד,יסכה,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200095,14818,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
"תיעוש הבנייה למגורים באמצעות יחידות מודולריות תלת ממדיות – היבטים אדריכליים, הנדסיים וביצועיים",בקר,רחל,2019,"המכון הלאומי לחקר הבנייה",חיפה,1200134,75051,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
הזכויות במקרקעין ובדיור בקיבוצים ובמושבים תובנות בעיקבות סקר עמדות והשוואה בין לאומית,אלתרמן,רחל,2019,"המרכז לחקר העיר והאזור",חיפה,1300016,45631,Born digital,,המרכז לחקר העיר והאזור,IIA
ישראל 100-תכנון אסטרטגי לישראל לקראת 2048-דוח שלב ב'-כלי התכנון,"אסיף ","שמאי ",2019,"המרכז לחקר העיר והאזור",חיפה,1300011,31168,Born digital,,המרכז לחקר העיר והאזור,IIA
"בחינה ניסיונית של שיטת חישוב זמן מחזור בסיסי לפי ת""י 413 ו -Eurocode 8 למבנים טיפוסיים בישראל מבטון מזוין",,,2019,"משרד הבינוי והשיכון",,1800182,2957,Born digital,research,משרד השיכון,IIA
חציית אזורי העתקה על ידי צנרת טמונה בקרקע - הצגת הבעיה ודרכי התמודדות,,,2019,"משרד הבינוי והשיכון",,1800181,9077,Born digital,research,משרד השיכון,IIA
תוכנית אסטרטגית לאומית לתנועה מקיימת במרחב העירוני,"אגף תחבורה, מנהל התכנון",,2019,"משרד הבינוי והשיכון",חיפה,1800203,22112,Born digital,"strategic plan ",משרד השיכון,IIA
תכניות דיור ממשלתיות עבור המגזר החרדי,מינהל אוכלוסיות מיוחדות ומרקם ותיק,,2019,"משרד הבינוי והשיכון",,1800201,16239,Born digital,"strategic plan ",משרד השיכון,IIA
תועלת הבנייה הירוקה בבתי ספר,דניאל,רוני,2019,"המשרד להגנת הסביבה",,1400001,6803,Born digital,,המשרד להגנת הסביבה,IIA
הערכת שרותי המערכת האקולוגית ורווחת האדם בשמורה הביוספרית הר הכרמל,יצחקי,עדו,2019,"המשרד לאיכות הסביבה",חיפה?,1400083,77601,Born digital,,המשרד להגנת הסביבה,IIA
השפעת הטיפול בפסולת בנייה על שינוי אקלים,שמואלי,"ליאור ",2019,,,1400085,884,Born digital,,המשרד להגנת הסביבה,IIA
שדרוג ירוק של בנייני מגורים קיימים בישראל,דרורי,"דפנה ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500232,42132,Born digital,Thesis,תזות,IIA
נתיבי החניה בערים בעידן של רכבים אוטונומיים,צבן,"רועי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500234,13687,Born digital,Thesis,תזות,IIA
מקום – בין תיאוריה לפרקטיקה כיצד מתכתבות תיאוריות ופרקטיקות של יצירת מקום עם התכנון העירוני בישראל?,רוזנברג,"מאי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500237,35121,Born digital,Thesis,תזות,IIA
תרבות התכנון בישראל בעידן הנאו-ליברלי - התחדשות אזורי תעשייה עירוניים כמקרה בוחן,מצא,"ליהי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500238,36370,Born digital,Thesis,תזות,IIA
יחסי בדיון ומציאות – זיקות בין המרחב העירוני בתיאטרון והמרחב הסובב בן הזמן המקרה של תל אביב,שלום,"אפרת ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500239,54159,Born digital,Thesis,תזות,IIA
"""המועיל עם היפה"" - תאוריה ומעשה בתכנון הגינות הפרטיות של שלמה אורן-וינברג",תימן,"עמית ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500240,29068,Born digital,Thesis,תזות,IIA
"אמנות, השתתפות ומשחק - השפעת ההשתתפות ביצירת אמנות מבוססת משחק - על יחסי פנסיונריות ומהגרות עבודה בתחום הסיעוד",כרמלי,"אורי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500241,10352,Born digital,Thesis,תזות,IIA
התמונה הווירטואלית של העיר - יצירת תמונה ווירטואלית של ערים בעזרת מידע מאתרי רשתות חברתיות - SNSi,ח'ורי,"סברי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500242,14221,Born digital,Thesis,תזות,IIA
"המרחב ההלכתי: הלכה כתכנון, תכנון כהלכה שיטות ייצור מרחב בשכונות המתחרדות בירושלים",שמיר,"רועי ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500247,28401,Born digital,Thesis,תזות,IIA
"על ""מחיר למשתכן"" וייצורן של אסטרטגיות דיור חדשות בקרב בני המקום בעיירות הפיתוח ",אורובנו - מזרחי,"רונה לאה ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500252,28659,Born digital,Thesis,תזות,IIA
הוותמל-הסופרטנקר האחרון - מחקר הערכה של הוועדה לתכנון מתחמים מועדפים לדיור,דומיניץ,"עמיר ",2019,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500254,56819,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (הצללה בגן שעשועים), תשעט-2019",,,2019,,,1900054,540,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תכן הבנייה) (תברואה), תשף-2019",,,2019,,,1900055,7486,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תכן הבנייה) (אצירת אשפה), תשף-2019",,,2019,,,1900056,2273,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תכן הבנייה) (בטיחות המשתמש), תשף-2019",,,2019,,,1900057,1480,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תכן הבנייה) (אקוסטיקה), תשף-2019",,,2019,,,1900058,1086,Born digital,Statute,רגולציה,IIA
ישראל 100 - תכנון אסטרטגי לישראל לקראת 2048 דוח שלב ב' - כלי התכנון,,,2019,"המרכז לחקר העיר והאזור",חיפה,2300112,31824,Scanned,strategic planning,המרכז לחקר העיר והאזור,IIA
בטון בעל תכונות מעולות (HPC) שילוב אגרגט גס וסוגי סיבים שונים והשפעתם על תכונות הבטון הקשוי והטרי,אגרנטי,גלית,2018,"המכון הלאומי לחקר הבנייה",חיפה,1200014,619,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
חקירת מכניזם ההתנהגות של קירות מקרקע משוריינת,טלסניק,מרק,2018,"המכון הלאומי לחקר הבנייה",חיפה,1200058,446,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
פיתוח אריחי חיפוי למעטפת בניין המבוססים על גאומטריות מורכבות,גרובמן,יעקב (יאשה),2018,"המכון הלאומי לחקר הבנייה",חיפה,1200089,634,Born digital,"תקציר דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
"שימוש באגרגטים בעלי תכולת חרסית גבוהה לייצור בטון, שלב ב': ניסויים לאימות המודל",דנציגר,אברהם,2018,"המכון הלאומי לחקר הבנייה",חיפה,1200120,673,Born digital,"דו""ח מחקר",המכון הלאומי לחקר הבנייה,IIA
דוח עתודות בנייה ירוקה בישראל 2018,גובזנסקי,"רון ",2018,"המשרד להגנת הסביבה",,1400009,1117,Born digital,,המשרד להגנת הסביבה,IIA
סקר התכנות ליישום של תאים פוטו-וולטאים משולבי מבנה בבניינים מסחריים בישראל,מדר,דניאל,2018,"המשרד לאיכות הסביבה",,1400081,25810,Born digital,,המשרד להגנת הסביבה,IIA
הערכת פרויקטים המשלבים תכנון נוף וניהול נגר עירוני - פארק אגמים בראשון לציון כמקרה בוחן,שפירא,"נדב ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500216,18308,Born digital,Thesis,תזות,IIA
לקראת מתחמי מגורים אפס פליטות בשכונות עירוניות צפופות,קולודיי,אולגה,2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500218,20368,Born digital,Thesis,תזות,IIA
ארכיטקטורה בקונפליקט מעבר לקו הירוק הערים עזה וימית 1967-1982,"אבריק-זבידאת ","פאתינה 
",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500219,62596,Born digital,Thesis,תזות,IIA
ההשפעה של טכנולוגיות מידע ותקשורת על התנהגות פינוי מרחבית במהלך אסון בסביבה עירונית,מורד זינגר,עינת,2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500220,25408,Born digital,Thesis,תזות,IIA
תהליכי סינרגיה במערכות חדשנות אזוריות עתירות ידע,הינדי,"טלי-נוי ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500222,49665,Born digital,Thesis,תזות,IIA
זכויות קניין במיגזר הכפרי והחקלאי בישראל במבט בין-לאומי השוואתי,דרורי,"מיכה ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500223,116753,Born digital,Thesis,תזות,IIA
"מייצרים זהות עירונית - מרחב עירוני של פועלי טקסטיל יהודים בעיר תעשייה מזרח אירופאית - לודז', פולין, במאה ה-19 כמקרה בוחן
",קפלן,"רות ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500224,26863,Born digital,Thesis,תזות,IIA
השפעתם של הגלובליזציה והנאו-ליברליזם על המרחב העירוני והחברתי בערים מתפתחות,סהלה,"אמין ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500225,36341,Born digital,Thesis,תזות,IIA
השפעת קריאות מרחבית על אסטרטגיות מציאת דרך בזמן התפנות ממבנים ציבוריים במצבי חירום,בז,"איריס ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500226,11939,Born digital,Thesis,תזות,IIA
תפקידה של המדיה החברתית כפלטפורמה לשיתוף והשתתפות הציבור במערכת התכנון בישראל,בורשטיין,"מאיה ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500227,37058,Born digital,Thesis,תזות,IIA
הסגנון הבין-לאומי ואקלים ארץ ישראל - התפקודים האקלימיים של בנייני מגורים בעיר תל-אביב משנות ה- 30 ועד קום המדינה,ניקולא,"צבא ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500228,52569,Born digital,Thesis,תזות,IIA
