id,text,upos,xpos,feats,head,deprel,span,lemma,expanded
"(31, 32)",הקרקע,,,,,,"(119, 124)",,"[{'id': 31, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 13, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 32, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 4, 'deprel': 'advmod', 'lemma': 'קרקע'}]"
33,",",PUNCT,PUNCT,,3.0,punct,"(124, 125)",",",
"(34, 35)",הדיפון,,,,,,"(126, 132)",,"[{'id': 34, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 57, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 35, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 73, 'deprel': 'advmod', 'lemma': 'דיפון'}]"
"(36, 38)",והגז,,,,,,"(133, 137)",,"[{'id': 36, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 73, 'deprel': 'punct', 'lemma': 'ו'}, {'id': 37, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 57, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 38, 'text': 'גז', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 73, 'deprel': 'advmod', 'lemma': 'גז'}]"
39,פנימי,ADJ,ADJ,,73.0,dep,"(138, 143)",פנימי,
40,כולל,PUNCT,PUNCT,,3.0,dep,"(144, 148)",כלל,
41,הפרדה,NOUN,NOUN,,3.0,dep,"(149, 154)",הפרדה,
42,בין,ADV,ADV,,3.0,dep,"(155, 158)",בין,
"(43, 44)",הדיפון,,,,,,"(159, 165)",,"[{'id': 43, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 44, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 44, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 4, 'deprel': 'compound:smixut', 'lemma': 'דיפון'}]"
"(45, 47)",והקרקע,,,,,,"(166, 172)",,"[{'id': 45, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 3, 'deprel': 'punct', 'lemma': 'ו'}, {'id': 46, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 44, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 47, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 4, 'deprel': 'advmod', 'lemma': 'קרקע'}]"
"(48, 49)",במקרה,,,,,,"(173, 178)",,"[{'id': 48, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 3, 'deprel': 'dep', 'lemma': 'ב'}, {'id': 49, 'text': 'מקרה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 4, 'deprel': 'advmod', 'lemma': 'מקרה'}]"
50,של,ADP,ADP,Case=Gen,3.0,dep,"(179, 181)",של,
51,מאמצי,NOUN,NOUN,,3.0,nsubj,"(182, 187)",מאמץ,
52,מתיחה,NOUN,NOUN,,4.0,obj,"(188, 193)",מתיחה,
"(53, 55)",בפן,,,,,,"(194, 197)",,"[{'id': 53, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 73, 'deprel': 'dep', 'lemma': 'ב'}, {'id': 54, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 57, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 55, 'text': 'פן', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 4, 'deprel': 'obl', 'lemma': 'פן'}]"
"(56, 57)",הביניים,,,,,,"(198, 205)",,"[{'id': 56, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 57, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 57, 'text': 'ביניים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 3, 'deprel': 'advmod', 'lemma': 'ביניים'}]"
58,;,PUNCT,PUNCT,,3.0,punct,"(205, 206)",;,
59,התפשטות,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,3.0,dep,"(207, 214)",התפשטות,
60,גלי,NOUN,NOUN,,4.0,obj,"(215, 218)",גל,
61,הלם,NOUN,NOUN,,73.0,compound:smixut,"(219, 222)",הלם,
"(62, 63)",בתווך,,,,,,"(223, 228)",,"[{'id': 62, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 3, 'deprel': 'dep', 'lemma': 'ב'}, {'id': 63, 'text': 'תווך', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 4, 'deprel': 'obl', 'lemma': 'תווך'}]"
"(64, 65)",הקרקע,,,,,,"(229, 234)",,"[{'id': 64, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 44, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 65, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 7, 'deprel': 'compound:smixut', 'lemma': 'קרקע'}]"
"(66, 67)",ואינטראקציה,,,,,,"(235, 246)",,"[{'id': 66, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 3, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 67, 'text': 'אינטראקציה', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 3, 'deprel': 'dep', 'lemma': 'אינטראקציה'}]"
68,של,ADP,ADP,Case=Gen,3.0,dep,"(247, 249)",של,
"(69, 70)",הגלים,,,,,,"(250, 255)",,"[{'id': 69, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 9, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 70, 'text': 'גלים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 4, 'deprel': 'obl', 'lemma': 'גל'}]"
71,עם,ADV,ADV,,3.0,dep,"(256, 258)",עם,
72,מנהרה,NOUN,NOUN,Gender=Fem|Number=Sing,4.0,obj,"(259, 264)",מנהרה,
73,מדופנת,NOUN,NOUN,,4.0,obl,"(265, 271)",מדופנת,
74,סמוכה,DET,DET,,3.0,dep,"(272, 277)",סמוך,
"(1, 2)",המודל,,,,,,"(1, 6)",,"[{'id': 1, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 2, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 2, 'text': 'מודל', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'nsubj', 'lemma': 'מודל'}]"
3,של,ADP,ADP,Case=Gen,5.0,case:gen,"(7, 9)",של,
"(4, 5)",הקרקע,,,,,,"(10, 15)",,"[{'id': 4, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 5, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 2, 'deprel': 'nmod:poss', 'lemma': 'קרקע'}]"
6,לוקח,VERB,VERB,"Gender=Masc|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",0.0,root,"(16, 20)",לקח,
"(7, 8)",בחשבון,,,,,,"(21, 27)",,"[{'id': 7, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 8, 'deprel': 'case', 'lemma': 'ב'}, {'id': 8, 'text': 'חשבון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'obl', 'lemma': 'חשבון'}]"
9,התנהגות,NOUN,NOUN,Gender=Fem|Number=Sing,8.0,compound:smixut,"(28, 35)",התנהגות,
10,אלסטית,ADJ,ADJ,Gender=Fem|Number=Sing,9.0,amod,"(36, 42)",אלסטי,
11,פלסטית,ADJ,ADJ,Gender=Fem|Number=Sing,9.0,amod,"(43, 49)",פלסטי,
12,הן,ADV,ADV,,13.0,advmod,"(50, 52)",הן,
13,נפחית,ADJ,ADJ,Gender=Fem|Number=Sing,9.0,amod,"(53, 58)",נפחי,
14,(,PUNCT,PUNCT,,15.0,punct,"(59, 60)",(,
15,צפיפות,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Plur,13.0,parataxis,"(60, 66)",צפיפות,
16,-,PUNCT,PUNCT,,15.0,punct,"(66, 67)",-,
17,לחץ,NOUN,NOUN,Gender=Masc|Number=Sing,13.0,dep,"(67, 70)",לחץ,
18,),PUNCT,PUNCT,,15.0,punct,"(70, 71)",),
"(19, 20)",והן,,,,,,"(72, 75)",,"[{'id': 19, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 21, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 20, 'text': 'הן', 'upos': 'ADV', 'xpos': 'ADV', 'head': 21, 'deprel': 'advmod', 'lemma': 'הן'}]"
21,דביאטורית,ADJ,ADJ,Gender=Fem|Number=Sing,13.0,conj,"(76, 85)",דביאטורי,
22,כולל,VERB,VERB,"Gender=Masc|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",21.0,dep,"(86, 90)",כלל,
23,השפעת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,22.0,obl,"(91, 96)",השפעה,
"(24, 25)",הלחץ,,,,,,"(97, 101)",,"[{'id': 24, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 25, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 25, 'text': 'לחץ', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 23, 'deprel': 'compound:smixut', 'lemma': 'לחץ'}]"
26,על,ADP,ADP,,27.0,case,"(102, 104)",על,
27,גבול,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,23.0,nmod,"(105, 109)",גבול,
"(28, 29)",הכניעה,,,,,,"(110, 116)",,"[{'id': 28, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 29, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 29, 'text': 'כניעה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 27, 'deprel': 'compound:smixut', 'lemma': 'כניעה'}]"
"(30, 31)",במרחב,,,,,,"(117, 122)",,"[{'id': 30, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 31, 'deprel': 'case', 'lemma': 'ב'}, {'id': 31, 'text': 'מרחב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 27, 'deprel': 'nmod', 'lemma': 'מרחב'}]"
"(32, 33)",הדביאטורי,,,,,,"(123, 132)",,"[{'id': 32, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 33, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 33, 'text': 'דביאטורי', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Masc|Number=Sing', 'head': 31, 'deprel': 'amod', 'lemma': 'דביאטורי'}]"
"(1, 2)",לפתרון,,,,,,"(1, 7)",,"[{'id': 1, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 2, 'deprel': 'case', 'lemma': 'ל'}, {'id': 2, 'text': 'פתרון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 9, 'deprel': 'obl', 'lemma': 'פתרון'}]"
"(3, 4)",הבעיה,,,,,,"(8, 13)",,"[{'id': 3, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 4, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 4, 'text': 'בעיה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 2, 'deprel': 'compound:smixut', 'lemma': 'בעיה'}]"
5,עבור,ADP,ADP,,6.0,case,"(14, 18)",עבור,
6,דיפון,PROPN,PROPN,,4.0,nmod,"(19, 24)",דיפון,
"(7, 8)",וקרקע,,,,,,"(25, 30)",,"[{'id': 7, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 8, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 8, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 6, 'deprel': 'conj', 'lemma': 'קרקע'}]"
9,משתמשים,VERB,VERB,"Gender=Masc|HebBinyan=HITPAEL|Number=Plur|Person=1,2,3|VerbForm=Part",0.0,root,"(31, 38)",השתמש,
"(10, 11)",בשיטת,,,,,,"(39, 44)",,"[{'id': 10, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 11, 'deprel': 'case', 'lemma': 'ב'}, {'id': 11, 'text': 'שיטת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Fem|Number=Sing', 'head': 9, 'deprel': 'obl', 'lemma': 'שיטה'}]"
"(12, 13)",ההפרשים,,,,,,"(45, 52)",,"[{'id': 12, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 13, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 13, 'text': 'הפרשים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 11, 'deprel': 'compound:smixut', 'lemma': 'הפרש'}]"
"(14, 15)",הוואריאציוניים,,,,,,"(53, 67)",,"[{'id': 14, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 15, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 15, 'text': 'וואריאציוניים', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Masc|Number=Plur', 'head': 13, 'deprel': 'amod', 'lemma': 'ואריאציוני'}]"
16,",",PUNCT,PUNCT,,11.0,punct,"(67, 68)",",",
17,אשר,SCONJ,SCONJ,,18.0,mark,"(69, 72)",אשר,
18,מאפשרת,AUX,AUX,Gender=Fem|Number=Sing|VerbForm=Part|VerbType=Mod,19.0,aux,"(73, 79)",מאפשרת,
19,לטפל,VERB,VERB,HebBinyan=PIEL|VerbForm=Inf|Voice=Act,11.0,acl:relcl,"(80, 84)",טיפל,
