id,text,upos,xpos,feats,head,deprel,span,lemma,expanded
32,מבנה,NOUN,NOUN,Gender=Masc|Number=Sing,27.0,compound:smixut,"(132, 136)",מבנה,
33,עמוק,ADJ,ADJ,Gender=Masc|Number=Sing,32.0,amod,"(137, 141)",עמוק,
"(34, 35)",ובין,,,,,,"(142, 146)",,"[{'id': 34, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 25, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 35, 'text': 'בין', 'upos': 'ADP', 'xpos': 'ADP', 'head': 36, 'deprel': 'case', 'lemma': 'בין'}]"
36,תווך,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,27.0,conj,"(147, 151)",תווך,
"(37, 38)",הקרקע,,,,,,"(152, 157)",,"[{'id': 37, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 38, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 38, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 36, 'deprel': 'compound:smixut', 'lemma': 'קרקע'}]"
39,",",PUNCT,PUNCT,,25.0,punct,"(157, 158)",",",
40,על,ADP,ADP,,27.0,case,"(159, 161)",על,
41,תופעת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,45.0,obl,"(162, 167)",תופעה,
"(42, 43)",התהודה,,,,,,"(168, 174)",,"[{'id': 42, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 43, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 43, 'text': 'תהודה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 41, 'deprel': 'compound:smixut', 'lemma': 'תהודה'}]"
44,",",PUNCT,PUNCT,,45.0,punct,"(174, 175)",",",
45,נבחן,VERB,VERB,Gender=Masc|HebBinyan=NIFAL|Number=Sing|Person=3|Tense=Past|Voice=Mid,0.0,root,"(176, 180)",נבחן,
46,ספקטרום,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,45.0,obj,"(181, 188)",ספקטרום,
"(47, 48)",התגובה,,,,,,"(189, 195)",,"[{'id': 47, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 48, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 48, 'text': 'תגובה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 46, 'deprel': 'compound:smixut', 'lemma': 'תגובה'}]"
49,של,ADP,ADP,Case=Gen,48.0,case:gen,"(196, 198)",של,
"(50, 51)",המערכת,,,,,,"(199, 205)",,"[{'id': 50, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 51, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 51, 'text': 'מערכת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 48, 'deprel': 'nmod', 'lemma': 'מערכת'}]"
"(52, 53)","הנ""ל",,,,,,"(206, 210)",,"[{'id': 52, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 53, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 53, 'text': 'נ""ל', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Abbr=Yes', 'head': 51, 'deprel': 'flat:name', 'lemma': 'נ""ל'}]"
54,עם,ADP,ADP,,55.0,case,"(211, 213)",עם,
55,דיפון,NOUN,NOUN,,48.0,nmod,"(214, 219)",דיפון,
56,עגול,ADJ,ADJ,Gender=Masc|Number=Sing,55.0,amod,"(220, 224)",עגול,
1,הוכחה,VERB,VERB,PronType=Art,0.0,root,"(1, 6)",הוכחה,
"(2, 3)",שהשכבה,,,,,,"(7, 13)",,"[{'id': 2, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 15, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 3, 'text': 'השכבה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'PronType=Art', 'head': 4, 'deprel': 'nsubj', 'lemma': 'השכבה'}]"
4,מביאה,VERB,VERB,"Gender=Fem|HebBinyan=HIFIL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",1.0,advcl,"(14, 19)",הביא,
"(5, 6)",להופעת,,,,,,"(20, 26)",,"[{'id': 5, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 17, 'deprel': 'case', 'lemma': 'ל'}, {'id': 6, 'text': 'הופעת', 'upos': 'VERB', 'xpos': 'VERB', 'feats': 'PronType=Art', 'head': 4, 'deprel': 'obl', 'lemma': 'הופעה'}]"
7,תדירויות,NOUN,NOUN,,4.0,dep,"(27, 35)",תדירות,
8,תהודה,VERB,VERB,,7.0,compound:smixut,"(36, 41)",תהודה,
9,(,PUNCT,PUNCT,,11.0,punct,"(42, 43)",(,
10,pseudo,ADV,ADV,,8.0,advmod,"(43, 49)",pseudo,
11,resonance,PROPN,PROPN,,8.0,nmod,"(50, 59)",resonance,
12,),PUNCT,PUNCT,,11.0,punct,"(59, 60)",),
13,נוספות,ADJ,ADJ,,7.0,amod,"(61, 67)",נוסף,
14,אשר,SCONJ,SCONJ,,15.0,mark,"(68, 71)",אשר,
15,גורמות,VERB,VERB,VerbForm=Part,7.0,aux,"(72, 78)",גרם,
"(16, 17)",לעלייה,,,,,,"(79, 85)",,"[{'id': 16, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 17, 'deprel': 'case', 'lemma': 'ל'}, {'id': 17, 'text': 'עלייה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 15, 'deprel': 'obl', 'lemma': 'עלייה'}]"
18,משמעותית,ADV,ADV,,17.0,advmod,"(86, 94)",משמעותי,
19,אך,ADV,ADV,,17.0,advmod,"(95, 97)",אך,
20,סופית,VERB,VERB,,17.0,advmod,"(98, 103)",סופית,
21,של,ADP,ADP,Case=Gen,17.0,case:gen,"(104, 106)",של,
22,פרמטרי,NOUN,NOUN,,4.0,obj,"(107, 113)",פרמטר,
23,תנועת,VERB,VERB,Definite=Cons,4.0,dep,"(114, 119)",תנועה,
"(24, 25)",המערכת,,,,,,"(120, 126)",,"[{'id': 24, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 25, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 25, 'text': 'מערכת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 7, 'deprel': 'compound:smixut', 'lemma': 'מערכת'}]"
1,שתיים,NUM,NUM,Gender=Fem|Number=Sing,3.0,det,"(1, 6)",שתיים,
"(2, 3)",מהתדירויות,,,,,,"(7, 17)",,"[{'id': 2, 'text': 'מ', 'upos': 'ADP', 'xpos': 'ADP', 'feats': 'HebSource=ConvUncertainLabel', 'head': 3, 'deprel': 'case', 'lemma': 'מ'}, {'id': 3, 'text': 'התדירויות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 6, 'deprel': 'nsubj', 'lemma': 'התדירות'}]"
"(4, 5)","הנ""ל",,,,,,"(18, 22)",,"[{'id': 4, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 5, 'text': 'נ""ל', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Abbr=Yes', 'head': 3, 'deprel': 'compound:smixut', 'lemma': 'נ""ל'}]"
6,נקבעו,VERB,VERB,"Gender=Fem,Masc|HebBinyan=NIFAL|Number=Plur|Person=3|Tense=Past|Voice=Mid",0.0,root,"(23, 28)",נקבע,
"(7, 8)",באופן,,,,,,"(29, 34)",,"[{'id': 7, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 8, 'deprel': 'case', 'lemma': 'ב'}, {'id': 8, 'text': 'אופן', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'obl', 'lemma': 'אופן'}]"
9,אנליטי,ADJ,ADJ,Gender=Masc|Number=Sing,8.0,amod,"(35, 41)",אנליטי,
"(10, 12)",והשאר,,,,,,"(42, 47)",,"[{'id': 10, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 13, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 11, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 12, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 12, 'text': 'שאר', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 13, 'deprel': 'nsubj', 'lemma': 'שאר'}]"
13,נקבעו,VERB,VERB,"Gender=Fem,Masc|HebBinyan=NIFAL|Number=Plur|Person=3|Tense=Past|Voice=Mid",6.0,conj,"(48, 53)",נקבע,
"(14, 15)",באופן,,,,,,"(54, 59)",,"[{'id': 14, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 15, 'deprel': 'case', 'lemma': 'ב'}, {'id': 15, 'text': 'אופן', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 13, 'deprel': 'obl', 'lemma': 'אופן'}]"
16,נומרי,ADJ,ADJ,Gender=Masc|Number=Sing,15.0,amod,"(60, 65)",נומרי,
1,הוכח,DET,DET,PronType=Art,0.0,root,"(1, 5)",הוכח,
"(2, 3)",שכל,,,,,,"(6, 9)",,"[{'id': 2, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 29, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 3, 'text': 'כל', 'upos': 'DET', 'xpos': 'DET', 'feats': 'Definite=Cons', 'head': 29, 'deprel': 'dep', 'lemma': 'כול'}]"
"(4, 5)",התדירויות,,,,,,"(10, 19)",,"[{'id': 4, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 5, 'text': 'תדירויות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 1, 'deprel': 'dep', 'lemma': 'תדירות'}]"
"(6, 7)",האלה,,,,,,"(20, 24)",,"[{'id': 6, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 7, 'text': 'אלה', 'upos': 'ADJ', 'xpos': 'ADJ', 'head': 5, 'deprel': 'det', 'lemma': 'אלה'}]"
8,הושפעו,VERB,VERB,PronType=Art,29.0,dep,"(25, 31)",הושפע,
"(9, 10)",מתכונות,,,,,,"(32, 39)",,"[{'id': 9, 'text': 'מ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 29, 'deprel': 'dep', 'lemma': 'מ'}, {'id': 10, 'text': 'תכונות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 5, 'deprel': 'advmod', 'lemma': 'תכונה'}]"
"(11, 12)",הדיפון,,,,,,"(40, 46)",,"[{'id': 11, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 12, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 5, 'deprel': 'compound:smixut', 'lemma': 'דיפון'}]"
"(13, 14)",ומתכונות,,,,,,"(47, 55)",,"[{'id': 13, 'text': 'ו', 'upos': 'ADV', 'xpos': 'ADV', 'head': 29, 'deprel': 'punct', 'lemma': 'ו'}, {'id': 14, 'text': 'מתכונות', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 5, 'deprel': 'dep', 'lemma': 'מתכון'}]"
15,שכבת,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,5.0,dep,"(56, 60)",שכבה,
"(16, 17)",הביניים,,,,,,"(61, 68)",,"[{'id': 16, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 17, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 17, 'text': 'ביניים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 5, 'deprel': 'compound:smixut', 'lemma': 'ביניים'}]"
18,בלבד,ADV,ADV,,5.0,det,"(69, 73)",בלבד,
"(19, 22)",והשפעתן,,,,,,"(74, 81)",,"[{'id': 19, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 5, 'deprel': 'dep', 'lemma': 'ו'}, {'id': 20, 'text': 'השפעה_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'PronType=Art', 'head': 29, 'deprel': 'nsubj', 'lemma': 'השפעה'}, {'id': 21, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 29, 'deprel': 'advmod', 'lemma': 'של'}, {'id': 22, 'text': '_הן', 'upos': 'PRON', 'xpos': 'PRON', 'head': 5, 'deprel': 'advmod', 'lemma': 'הוא'}]"
23,של,ADP,ADP,Case=Gen,5.0,case:gen,"(82, 84)",של,
24,תכונות,NOUN,NOUN,,29.0,dep,"(85, 91)",תכונה,
"(25, 26)",הקרקע,,,,,,"(92, 97)",,"[{'id': 25, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 26, 'text': 'קרקע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 5, 'deprel': 'compound:smixut', 'lemma': 'קרקע'}]"
"(27, 28)",עליהן,,,,,,"(98, 103)",,"[{'id': 27, 'text': 'על_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 14, 'deprel': 'dep', 'lemma': 'על'}, {'id': 28, 'text': '_הן', 'upos': 'PRON', 'xpos': 'PRON', 'head': 14, 'deprel': 'advmod', 'lemma': 'הוא'}]"
29,נמצאה,DET,DET,Gender=Fem|Number=Sing|Person=3|Tense=Past,5.0,dep,"(104, 109)",נמצאה,
30,זניחה,NOUN,NOUN,,29.0,dep,"(110, 115)",זניחה,
"(1, 2)",כתוצאה,,,,,,"(1, 7)",,"[{'id': 1, 'text': 'כ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 2, 'deprel': 'case', 'lemma': 'כ'}, {'id': 2, 'text': 'תוצאה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 5, 'deprel': 'obl', 'lemma': 'תוצאה'}]"
"(3, 4)",מכך,,,,,,"(8, 11)",,"[{'id': 3, 'text': 'מ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 4, 'deprel': 'case', 'lemma': 'מ'}, {'id': 4, 'text': 'כך', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Person=3|PronType=Dem', 'head': 2, 'deprel': 'nmod', 'lemma': 'כך'}]"
5,ניתן,AUX,AUX,"Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod",6.0,aux,"(12, 16)",ניתן,
6,לקבוע,VERB,VERB,HebBinyan=PAAL|VerbForm=Inf|Voice=Act,0.0,root,"(17, 22)",קבע,
7,את,ADP,ADP,Case=Acc,9.0,case:acc,"(23, 25)",את,
"(8, 9)",התדירויות,,,,,,"(26, 35)",,"[{'id': 8, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 9, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 9, 'text': 'תדירויות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 6, 'deprel': 'obj', 'lemma': 'תדירות'}]"
10,על,ADP,ADP,,11.0,case,"(36, 38)",על,
11,סמך,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,6.0,obl,"(39, 42)",סמך,
12,פתרון,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,11.0,compound:smixut,"(43, 48)",פתרון,
13,בעיה,NOUN,NOUN,Gender=Fem|Number=Sing,12.0,compound:smixut,"(49, 53)",בעיה,
14,פשוטה,ADJ,ADJ,Gender=Fem|Number=Sing,13.0,amod,"(54, 59)",פשוט,
15,יחסית,ADV,ADV,,14.0,advmod,"(60, 65)",יחסית,
16,של,ADP,ADP,Case=Gen,17.0,case:gen,"(66, 68)",של,
17,תנודת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,13.0,nmod,"(69, 74)",תנודה,
"(18, 19)",הדיפון,,,,,,"(75, 81)",,"[{'id': 18, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 19, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 19, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 17, 'deprel': 'compound:smixut', 'lemma': 'דיפון'}]"
"(20, 21)",הממוקם,,,,,,"(82, 88)",,"[{'id': 20, 'text': 'ה', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 21, 'deprel': 'mark', 'lemma': 'ה'}, {'id': 21, 'text': 'ממוקם', 'upos': 'VERB', 'xpos': 'VERB', 'feats': 'Gender=Masc|HebBinyan=NIFAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Mid', 'head': 13, 'deprel': 'acl:relcl', 'lemma': 'מוקם'}]"
22,על,ADP,ADP,,23.0,case,"(89, 91)",על,
23,מצע,NOUN,NOUN,Gender=Masc|Number=Sing,21.0,obl,"(92, 95)",מצע,
24,אלסטי,ADJ,ADJ,Gender=Masc|Number=Sing,23.0,amod,"(96, 101)",אלסטי,
25,בעל,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,23.0,acl,"(102, 105)",בעל,
26,תכונות,NOUN,NOUN,Gender=Fem|Number=Plur,25.0,compound:smixut,"(106, 112)",תכונה,
27,של,ADP,ADP,Case=Gen,28.0,case:gen,"(113, 115)",של,
28,שכבת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,26.0,nmod:poss,"(116, 120)",שכבה,
"(29, 30)",הביניים,,,,,,"(121, 128)",,"[{'id': 29, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 30, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 30, 'text': 'ביניים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 28, 'deprel': 'compound:smixut', 'lemma': 'ביניים'}]"
1,נבחנה,VERB,VERB,Gender=Fem|HebBinyan=NIFAL|Number=Sing|Person=3|Tense=Past|Voice=Mid,0.0,root,"(1, 6)",נבחן,
"(2, 3)",התלות,,,,,,"(7, 12)",,"[{'id': 2, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 3, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 3, 'text': 'תלות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 1, 'deprel': 'nsubj', 'lemma': 'תלות'}]"
4,של,ADP,ADP,Case=Gen,5.0,case:gen,"(13, 15)",של,
5,תדירויות,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Plur,3.0,nmod,"(16, 24)",תדירות,
"(6, 7)",התהודה,,,,,,"(25, 31)",,"[{'id': 6, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 7, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 7, 'text': 'תהודה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 5, 'deprel': 'compound:smixut', 'lemma': 'תהודה'}]"
"(8, 9)",בתכונות,,,,,,"(32, 39)",,"[{'id': 8, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 9, 'deprel': 'case', 'lemma': 'ב'}, {'id': 9, 'text': 'תכונות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 3, 'deprel': 'nmod', 'lemma': 'תכונה'}]"
10,של,ADP,ADP,Case=Gen,12.0,case:gen,"(40, 42)",של,
"(11, 12)",הדיפון,,,,,,"(43, 49)",,"[{'id': 11, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 12, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 12, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 9, 'deprel': 'nmod:poss', 'lemma': 'דיפון'}]"
"(13, 14)",ושל,,,,,,"(50, 53)",,"[{'id': 13, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 15, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 14, 'text': 'של', 'upos': 'ADP', 'xpos': 'ADP', 'feats': 'Case=Gen', 'head': 15, 'deprel': 'case:gen', 'lemma': 'של'}]"
15,שכבת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,12.0,conj,"(54, 58)",שכבה,
"(16, 17)",הביניים,,,,,,"(59, 66)",,"[{'id': 16, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 17, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 17, 'text': 'ביניים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 15, 'deprel': 'compound:smixut', 'lemma': 'ביניים'}]"
1,פותחה,NOUN,NOUN,Gender=Fem|Number=Sing|Person=3|Tense=Past,17.0,dep,"(1, 6)",פותחה,
2,תוכנת,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,1.0,dep,"(7, 12)",תוכנה,
3,מחשב,NOUN,NOUN,,17.0,nsubj,"(13, 17)",מחשב,
"(4, 5)",לפתרון,,,,,,"(18, 24)",,"[{'id': 4, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 17, 'deprel': 'dep', 'lemma': 'ל'}, {'id': 5, 'text': 'פתרון', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 1, 'deprel': 'punct', 'lemma': 'פתרון'}]"
6,בעיית,NOUN,NOUN,Definite=Cons,1.0,nsubj,"(25, 30)",בעיה,
"(7, 8)",התנודה,,,,,,"(31, 37)",,"[{'id': 7, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 8, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 8, 'text': 'תנודה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'compound:smixut', 'lemma': 'תנודה'}]"
9,של,ADV,ADV,Case=Gen,17.0,dep,"(38, 40)",של,
10,דיפון,NOUN,NOUN,,6.0,compound:smixut,"(41, 46)",דיפון,
11,טרומי,ADJ,ADJ,,10.0,amod,"(47, 52)",טרומי,
12,לא,ADV,ADV,,11.0,advmod,"(53, 55)",לא,
13,עגול,ADJ,ADJ,,1.0,obj,"(56, 60)",עגול,
