id,text,upos,xpos,feats,head,deprel,span,lemma,expanded
"(23, 25)",פלסטי,,,,,,"(64, 69)",,"[{'id': 23, 'text': 'פלסט_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Masc|Number=Sing', 'head': 44, 'deprel': 'nsubj', 'lemma': 'פלסט'}, {'id': 24, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'feats': 'Definite=Def|Gender=Masc|Number=Sing', 'head': 25, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 25, 'text': '_אני', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem,Masc|Number=Sing|Person=1|PronType=Prs', 'head': 20, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
"(26, 26)",ת,,,,,,"(69, 70)",,"[{'id': 26, 'text': 'ת', 'upos': 'ADP', 'xpos': 'ADP', 'head': 16, 'deprel': 'acl', 'lemma': 'ת'}]"
"(27, 28)",למכ,,,,,,"(71, 74)",,"[{'id': 27, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 28, 'deprel': 'case', 'lemma': 'ל'}, {'id': 28, 'text': 'מכ', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 60, 'deprel': 'nmod', 'lemma': 'מכ'}]"
"(29, 30)",שול,,,,,,"(74, 77)",,"[{'id': 29, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 28, 'deprel': 'compound:smixut', 'lemma': 'ש'}, {'id': 30, 'text': 'ול', 'upos': 'ADP', 'xpos': 'ADP', 'head': 32, 'deprel': 'case', 'lemma': 'ול'}]"
"(31, 32)",קשיח,,,,,,"(78, 82)",,"[{'id': 31, 'text': 'ק', 'upos': 'ADJ', 'xpos': 'ADJ', 'head': 28, 'deprel': 'compound:smixut', 'lemma': 'ק'}, {'id': 32, 'text': 'שיח', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 31, 'deprel': 'nmod', 'lemma': 'שיח'}]"
"(33, 34)",בהחלט,,,,,,"(83, 88)",,"[{'id': 33, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 32, 'deprel': 'case', 'lemma': 'ב'}, {'id': 34, 'text': 'החלט', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem,Masc|Number=Sing', 'head': 28, 'deprel': 'nmod', 'lemma': 'החלט'}]"
"(35, 36)",ושל אנ,,,,,,"(89, 95)",,"[{'id': 35, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 44, 'deprel': 'dep', 'lemma': 'ו'}, {'id': 36, 'text': 'שלפאנ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 44, 'deprel': 'obl', 'lemma': 'שלפאנ'}]"
"(37, 38)",ליזת התגובה,,,,,,"(95, 106)",,"[{'id': 37, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 44, 'deprel': 'dep', 'lemma': 'ל'}, {'id': 38, 'text': 'יזתטהתגובה', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 44, 'deprel': 'dep', 'lemma': 'יזתטהתגובה'}]"
39,של,ADP,ADP,Case=Gen,44.0,case:gen,"(107, 109)",של,
"(40, 41)",מנה,,,,,,"(110, 113)",,"[{'id': 40, 'text': 'מן_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 41, 'deprel': 'case', 'lemma': 'מן'}, {'id': 41, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 44, 'deprel': 'obl', 'lemma': 'הוא'}]"
"(42, 43)",רה,,,,,,"(113, 115)",,"[{'id': 42, 'text': 'רה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Fem|Number=Sing', 'head': 44, 'deprel': 'dep', 'lemma': 'רה'}, {'id': 43, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 44, 'deprel': 'obl', 'lemma': 'הוא'}]"
44,מדופנת,VERB,VERB,"Gender=Fem|HebBinyan=HUFAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Pass",26.0,dep,"(116, 122)",דופן,
45,בדי,NOUN,NOUN,,44.0,obj,"(123, 126)",בד,
46,פון,ADP,ADP,,44.0,dep,"(126, 129)",פון,
"(47, 48)",גמיש לפיצו,,,,,,"(130, 140)",,"[{'id': 47, 'text': 'גמישללפיצ', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 44, 'deprel': 'dep', 'lemma': 'גמישללפיצ'}, {'id': 48, 'text': '_הוא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Masc|Number=Sing|Person=3|PronType=Prs', 'head': 44, 'deprel': 'dep', 'lemma': 'הוא'}]"
"(49, 49)",ץ,,,,,,"(140, 141)",,"[{'id': 49, 'text': 'ץ', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 44, 'deprel': 'dep', 'lemma': 'ץ'}]"
"(50, 51)",קרוב,,,,,,"(142, 146)",,"[{'id': 50, 'text': 'ק', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 44, 'deprel': 'dep', 'lemma': 'ק'}, {'id': 51, 'text': 'רוב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons', 'head': 44, 'deprel': 'dep', 'lemma': 'רוב'}]"
52,כאשר בין,ADP,ADP,,44.0,case,"(147, 155)",כאשר בין,
"(53, 54)",המטען,,,,,,"(156, 161)",,"[{'id': 53, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 54, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 54, 'text': 'מטען', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem,Masc|Number=Sing', 'head': 60, 'deprel': 'nmod', 'lemma': 'מטען'}]"
"(55, 56)",לבין,,,,,,"(162, 166)",,"[{'id': 55, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 54, 'deprel': 'case', 'lemma': 'ל'}, {'id': 56, 'text': 'בין', 'upos': 'ADP', 'xpos': 'ADP', 'head': 28, 'deprel': 'case', 'lemma': 'בין'}]"
"(57, 58)",המבנה,,,,,,"(167, 172)",,"[{'id': 57, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 58, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 58, 'text': 'מבנה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 60, 'deprel': 'nmod', 'lemma': 'מבנה'}]"
59,ממוקם,VERB,VERB,"Gender=Masc|HebBinyan=NIFAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Mid",44.0,advcl,"(173, 178)",מוקם,
60,מכ,NOUN,NOUN,,59.0,nsubj,"(179, 181)",מכ,
61,שול,NOUN,NOUN,Gender=Masc|Number=Sing,60.0,compound:smixut,"(181, 184)",שול,
"(62, 63)",קשיח,,,,,,"(185, 189)",,"[{'id': 62, 'text': 'ק', 'upos': 'ADP', 'xpos': 'ADP', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 63, 'deprel': 'dep', 'lemma': 'ק'}, {'id': 63, 'text': 'שיח', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Masc|Number=Sing', 'head': 60, 'deprel': 'amod', 'lemma': 'שיח'}]"
64,בהחלט,ADV,ADV,,63.0,advmod,"(190, 195)",בהחלט,
"(1, 2)",השיטה,,,,,,"(1, 6)",,"[{'id': 1, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 2, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 2, 'text': 'שיטה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 11, 'deprel': 'nsubj', 'lemma': 'שיטה'}]"
"(3, 4)",המשולבת,,,,,,"(7, 14)",,"[{'id': 3, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 4, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 4, 'text': 'משולבת', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Fem|Number=Sing', 'head': 2, 'deprel': 'amod', 'lemma': 'משולב'}]"
"(5, 8)",שפותחה,,,,,,"(15, 21)",,"[{'id': 5, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 6, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 6, 'text': 'פותח_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Masc|Number=Sing', 'head': 2, 'deprel': 'acl:relcl', 'lemma': 'פותח'}, {'id': 7, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 8, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 8, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 6, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
"(9, 10)",במחקר,,,,,,"(22, 27)",,"[{'id': 9, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 10, 'deprel': 'case', 'lemma': 'ב'}, {'id': 10, 'text': 'מחקר', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'nmod', 'lemma': 'מחקר'}]"
11,מאפשרת,AUX,AUX,Gender=Fem|Number=Sing|VerbForm=Part|VerbType=Mod,0.0,root,"(28, 34)",מאפשרת,
12,חישוב,NOUN,NOUN,Gender=Masc|Number=Sing,11.0,obj,"(35, 40)",חישוב,
13,יציב,ADJ,ADJ,Gender=Masc|Number=Sing,12.0,amod,"(41, 45)",יציב,
14,של,ADP,ADP,Case=Gen,15.0,case:gen,"(46, 48)",של,
15,תופעה,NOUN,NOUN,Gender=Fem|Number=Sing,12.0,nmod,"(49, 54)",תופעה,
16,מורכבת,ADJ,ADJ,Gender=Fem|Number=Sing,15.0,amod,"(55, 61)",מורכב,
17,של,ADP,ADP,Case=Gen,18.0,case:gen,"(62, 64)",של,
18,תזוזות,NOUN,NOUN,Gender=Fem|Number=Plur,15.0,nmod,"(65, 71)",תזוז,
"(19, 20)",ועיבורים,,,,,,"(72, 80)",,"[{'id': 19, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 20, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 20, 'text': 'עיבורים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 18, 'deprel': 'conj', 'lemma': 'עיבור'}]"
21,גדולים,ADJ,ADJ,Gender=Masc|Number=Plur,20.0,amod,"(81, 87)",גדול,
22,של,ADP,ADP,Case=Gen,24.0,case:gen,"(88, 90)",של,
"(23, 24)",המערכת,,,,,,"(91, 97)",,"[{'id': 23, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 24, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 24, 'text': 'מערכת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 20, 'deprel': 'nmod', 'lemma': 'מערכת'}]"
25,דיפון,NOUN,NOUN,,24.0,nmod,"(98, 103)",דיפון,
26,-,PUNCT,PUNCT,,25.0,punct,"(103, 104)",-,
27,מכשול,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,25.0,nmod,"(104, 109)",מכשול,
28,-,PUNCT,PUNCT,,25.0,punct,"(109, 110)",-,
29,קרקע,NOUN,NOUN,Gender=Fem|Number=Sing,25.0,nmod,"(110, 114)",קרקע,
30,כולל,VERB,VERB,"Gender=Masc|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",15.0,case,"(115, 119)",כלל,
31,קריסה,NOUN,NOUN,Gender=Fem|Number=Sing,30.0,obl,"(120, 125)",קריסה,
32,דינאמית,ADJ,ADJ,Gender=Fem|Number=Sing,31.0,amod,"(126, 133)",דינאמי,
"(33, 34)",והתמוטטות,,,,,,"(134, 143)",,"[{'id': 33, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 34, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 34, 'text': 'התמוטטות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 31, 'deprel': 'conj', 'lemma': 'התמוטטות'}]"
35,של,ADP,ADP,Case=Gen,37.0,case:gen,"(144, 146)",של,
"(36, 37)",הדיפון,,,,,,"(147, 153)",,"[{'id': 36, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 37, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 37, 'text': 'דיפון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 34, 'deprel': 'nmod:poss', 'lemma': 'דיפון'}]"
1,ב,ADP,ADP,,3.0,case,"(1, 2)",ב,
"(2, 3)",בע,,,,,,"(2, 4)",,"[{'id': 2, 'text': 'ב', 'upos': 'X', 'xpos': 'X', 'head': 3, 'deprel': 'case', 'lemma': 'ב'}, {'id': 3, 'text': 'ע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons', 'head': 23, 'deprel': 'obl', 'lemma': 'ע'}]"
4,יית,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,23.0,obl,"(4, 7)",יית,
"(5, 7)",אינטר,,,,,,"(8, 13)",,"[{'id': 5, 'text': 'אינטר', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 4, 'deprel': 'compound:smixut', 'lemma': 'אינטר'}, {'id': 6, 'text': 'את', 'upos': 'ADP', 'xpos': 'ADP', 'feats': 'Case=Acc', 'head': 8, 'deprel': 'case:acc', 'lemma': 'את'}, {'id': 7, 'text': '_הרא', 'upos': 'PROPN', 'xpos': 'PROPN', 'feats': 'HebSource=ConvUncertainHead', 'head': 8, 'deprel': 'nmod', 'lemma': '_הרא'}]"
"(8, 8)",אק,,,,,,"(13, 15)",,"[{'id': 8, 'text': 'אק', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 3, 'deprel': 'dep', 'lemma': 'אק'}]"
"(9, 11)",ציה,,,,,,"(15, 18)",,"[{'id': 9, 'text': 'צה_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Fem|Number=Sing', 'head': 8, 'deprel': 'nmod', 'lemma': 'צה'}, {'id': 10, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 11, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 11, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 9, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
12,בין,ADP,ADP,,14.0,case,"(19, 22)",בין,
"(13, 14)",המכ,,,,,,"(23, 26)",,"[{'id': 13, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 14, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 14, 'text': 'מכ', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 8, 'deprel': 'nmod', 'lemma': 'מכ'}]"
"(15, 16)",שול,,,,,,"(26, 29)",,"[{'id': 15, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 14, 'deprel': 'flat:name', 'lemma': 'ש'}, {'id': 16, 'text': 'ול', 'upos': 'X', 'xpos': 'X', 'head': 19, 'deprel': 'case', 'lemma': 'ול'}]"
"(17, 19)",לקר,,,,,,"(30, 33)",,"[{'id': 17, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 19, 'deprel': 'case', 'lemma': 'ל'}, {'id': 18, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 19, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 19, 'text': 'קר', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|HebSource=ConvUncertainHead|Number=Sing', 'head': 14, 'deprel': 'conj', 'lemma': 'קר'}]"
"(20, 22)",קע,,,,,,"(33, 35)",,"[{'id': 20, 'text': 'קע_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Masc|Number=Sing', 'head': 19, 'deprel': 'dep', 'lemma': 'קע'}, {'id': 21, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 22, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 22, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 20, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
"(23, 25)",נבחן פיזור מאמצי,,,,,,"(36, 52)",,"[{'id': 23, 'text': 'נב', 'upos': 'VERB', 'xpos': 'VERB', 'feats': 'Gender=Masc|HebBinyan=NIFAL|Number=Sing|Person=3|Tense=Past|Voice=Mid', 'head': 0, 'deprel': 'root', 'lemma': 'נב'}, {'id': 24, 'text': 'חןפפיז', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 23, 'deprel': 'nsubj', 'lemma': 'חןפפיז'}, {'id': 25, 'text': 'אוראמצמי', 'upos': 'ADJ', 'xpos': 'ADJ', 'head': 24, 'deprel': 'amod', 'lemma': 'אוראמצמי'}]"
"(26, 27)",המגע,,,,,,"(53, 57)",,"[{'id': 26, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 27, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 27, 'text': 'מגע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 24, 'deprel': 'compound:smixut', 'lemma': 'מגע'}]"
"(28, 29)",כתלות,,,,,,"(58, 63)",,"[{'id': 28, 'text': 'כ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 29, 'deprel': 'case', 'lemma': 'כ'}, {'id': 29, 'text': 'תלות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 23, 'deprel': 'obl', 'lemma': 'תלות'}]"
"(30, 31)",במרחק,,,,,,"(64, 69)",,"[{'id': 30, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 31, 'deprel': 'case', 'lemma': 'ב'}, {'id': 31, 'text': 'מרחק', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 29, 'deprel': 'nmod', 'lemma': 'מרחק'}]"
"(32, 33)",המטען,,,,,,"(70, 75)",,"[{'id': 32, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 33, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 33, 'text': 'מטען', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 31, 'deprel': 'compound:smixut', 'lemma': 'מטען'}]"
"(34, 35)",ונקבע שבמקרה,,,,,,"(76, 88)",,"[{'id': 34, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 35, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 35, 'text': 'נקבעטשבמקרה', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 23, 'deprel': 'conj', 'lemma': 'נקבעטשבמקרה'}]"
"(36, 38)",של פיצו,,,,,,"(89, 96)",,"[{'id': 36, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 35, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 37, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 38, 'deprel': 'case', 'lemma': 'ל'}, {'id': 38, 'text': 'טפיצו', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|HebSource=ConvUncertainHead|Number=Sing', 'head': 35, 'deprel': 'nmod', 'lemma': 'טפיצו'}]"
"(39, 39)",ץ,,,,,,"(96, 97)",,"[{'id': 39, 'text': 'ץ', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 38, 'deprel': 'nmod', 'lemma': 'ץ'}]"
"(40, 41)",קרוב,,,,,,"(98, 102)",,"[{'id': 40, 'text': 'ק', 'upos': 'PROPN', 'xpos': 'PROPN', 'feats': 'HebSource=ConvUncertainHead', 'head': 38, 'deprel': 'compound:smixut', 'lemma': 'ק'}, {'id': 41, 'text': 'רוב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 39, 'deprel': 'dep', 'lemma': 'רוב'}]"
42,מתפתח המקסימום של,NOUN,NOUN,,38.0,acl,"(103, 120)",מתפתח המקסימום של,
"(43, 44)",מעטפת לחצי,,,,,,"(121, 131)",,"[{'id': 43, 'text': 'מ', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 42, 'deprel': 'nmod:poss', 'lemma': 'מ'}, {'id': 44, 'text': 'עטפתחלחצי', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Xtra=Junk', 'head': 42, 'deprel': 'compound:smixut', 'lemma': 'עטפתחלחץ'}]"
