id,text,upos,xpos,feats,head,deprel,span,lemma,expanded
"(16, 17)",לטיב,,,,,,"(59, 63)",,"[{'id': 16, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 10, 'deprel': 'dep', 'lemma': 'ל'}, {'id': 17, 'text': 'טיב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 10, 'deprel': 'obl', 'lemma': 'טיב'}]"
"(18, 19)",הבטון,,,,,,"(64, 69)",,"[{'id': 18, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 19, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 19, 'text': 'בטון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 17, 'deprel': 'compound:smixut', 'lemma': 'בטון'}]"
"(20, 21)",ועובי,,,,,,"(70, 75)",,"[{'id': 20, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 21, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 21, 'text': 'עובי', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 10, 'deprel': 'advmod', 'lemma': 'עובי'}]"
"(22, 23)",הכיסוי,,,,,,"(76, 82)",,"[{'id': 22, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 23, 'text': 'כיסוי', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 21, 'deprel': 'compound:smixut', 'lemma': 'כיסוי'}]"
24,כדי,NOUN,NOUN,,10.0,dep,"(83, 86)",כדי,
25,להבטיח,ADJ,ADJ,,10.0,xcomp,"(87, 93)",הבטיח,
26,עמידות,NOUN,NOUN,Gender=Fem|Number=Sing,10.0,obj,"(94, 100)",עמידות,
27,נאותה,ADJ,ADJ,,10.0,xcomp,"(101, 106)",נאות,
28,של,ADP,ADP,Case=Gen,10.0,dep,"(107, 109)",של,
29,מבני,NOUN,NOUN,,10.0,obj,"(110, 114)",מבנה,
30,בטון,NOUN,NOUN,,29.0,compound:smixut,"(115, 119)",בטון,
31,מזוין,ADJ,ADJ,Gender=Masc|Number=Sing,29.0,dep,"(120, 125)",מזוין,
1,למרות,ADP,ADP,,2.0,case,"(1, 6)",למרות,
2,הנחיות,NOUN,NOUN,Gender=Fem|Number=Plur,17.0,nmod,"(7, 13)",הנחיה,
3,אלה,PRON,PRON,Gender=Masc|Number=Plur|Person=3|PronType=Dem,2.0,det,"(14, 17)",אלה,
4,",",PUNCT,PUNCT,,17.0,punct,"(17, 18)",",",
"(5, 6)",הבעיות,,,,,,"(19, 25)",,"[{'id': 5, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 6, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 6, 'text': 'בעיות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 17, 'deprel': 'nsubj:cop', 'lemma': 'בעיה'}]"
"(7, 8)",בתחום,,,,,,"(26, 31)",,"[{'id': 7, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 8, 'deprel': 'case', 'lemma': 'ב'}, {'id': 8, 'text': 'תחום', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 6, 'deprel': 'nmod', 'lemma': 'תחום'}]"
"(9, 10)",הקורוזיה,,,,,,"(32, 40)",,"[{'id': 9, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 10, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 10, 'text': 'קורוזיה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 8, 'deprel': 'compound:smixut', 'lemma': 'קורוזיה'}]"
11,של,ADP,ADP,Case=Gen,12.0,case:gen,"(41, 43)",של,
12,פלדה,NOUN,NOUN,Gender=Fem|Number=Sing,8.0,nmod:poss,"(44, 48)",פלדה,
"(13, 14)",בבטון,,,,,,"(49, 54)",,"[{'id': 13, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 14, 'deprel': 'case', 'lemma': 'ב'}, {'id': 14, 'text': 'בטון', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 12, 'deprel': 'nmod', 'lemma': 'בטון'}]"
15,הן,AUX,AUX,Gender=Fem|Number=Plur|Person=3|Polarity=Pos|VerbForm=Part|VerbType=Cop,17.0,cop,"(55, 57)",הוא,
"(16, 17)",בהיקף,,,,,,"(58, 63)",,"[{'id': 16, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 17, 'deprel': 'case', 'lemma': 'ב'}, {'id': 17, 'text': 'היקף', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 0, 'deprel': 'root', 'lemma': 'היקף'}]"
18,יותר,ADV,ADV,,19.0,advmod,"(64, 68)",יותר,
19,גדול,ADJ,ADJ,Gender=Masc|Number=Sing,17.0,amod,"(69, 73)",גדול,
"(20, 21)",ממה,,,,,,"(74, 77)",,"[{'id': 20, 'text': 'מ', 'upos': 'ADP', 'xpos': 'ADP', 'head': 21, 'deprel': 'case', 'lemma': 'מ'}, {'id': 21, 'text': 'מה', 'upos': 'ADV', 'xpos': 'ADV', 'feats': 'PronType=Int', 'head': 17, 'deprel': 'nmod', 'lemma': 'מה'}]"
"(22, 23)",שניתן,,,,,,"(78, 83)",,"[{'id': 22, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 23, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 23, 'text': 'ניתן', 'upos': 'AUX', 'xpos': 'AUX', 'feats': 'Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod', 'head': 24, 'deprel': 'aux', 'lemma': 'ניתן'}]"
24,לצפות,VERB,VERB,VerbForm=Inf,21.0,acl:relcl,"(84, 89)",לצפות,
25,לאור,ADP,ADP,,26.0,case,"(90, 94)",לאור,
26,רמת,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,24.0,obl,"(95, 98)",רמה,
"(27, 28)",הידע,,,,,,"(99, 103)",,"[{'id': 27, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 28, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 28, 'text': 'ידע', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 26, 'deprel': 'compound:smixut', 'lemma': 'ידע'}]"
"(29, 31)",והדרישות,,,,,,"(104, 112)",,"[{'id': 29, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 31, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 30, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 31, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 31, 'text': 'דרישות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 26, 'deprel': 'conj', 'lemma': 'דרישה'}]"
"(32, 34)",בתקנים,,,,,,"(113, 119)",,"[{'id': 32, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 34, 'deprel': 'case', 'lemma': 'ב'}, {'id': 33, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 34, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 34, 'text': 'תקנים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 31, 'deprel': 'nmod', 'lemma': 'תקן'}]"
"(1, 2)",הפער,,,,,,"(1, 5)",,"[{'id': 1, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 2, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 2, 'text': 'פער', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 9, 'deprel': 'nsubj:cop', 'lemma': 'פער'}]"
"(3, 4)",הזה,,,,,,"(6, 9)",,"[{'id': 3, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 4, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 4, 'text': 'זה', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Gender=Masc|Number=Sing|Person=3|PronType=Dem', 'head': 2, 'deprel': 'det', 'lemma': 'זה'}]"
5,הוא,AUX,AUX,Gender=Masc|Number=Sing|Person=3|Polarity=Pos|VerbForm=Part|VerbType=Cop,7.0,cop,"(10, 13)",הוא,
"(6, 7)",במידה,,,,,,"(14, 19)",,"[{'id': 6, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 7, 'deprel': 'case', 'lemma': 'ב'}, {'id': 7, 'text': 'מידה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 9, 'deprel': 'dep', 'lemma': 'מידה'}]"
8,מרובה,ADJ,ADJ,Gender=Fem|Number=Sing,7.0,amod,"(20, 25)",מרובה,
9,תוצאה,NOUN,NOUN,Gender=Fem|Number=Sing,0.0,root,"(26, 31)",תוצאה,
10,של,ADP,ADP,Case=Gen,12.0,case:gen,"(32, 34)",של,
"(11, 12)",העובדה,,,,,,"(35, 41)",,"[{'id': 11, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 12, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 12, 'text': 'עובדה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 9, 'deprel': 'nmod:poss', 'lemma': 'עובדה'}]"
"(13, 15)",שההגנה,,,,,,"(42, 48)",,"[{'id': 13, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 19, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 14, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 15, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 15, 'text': 'הגנה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 19, 'deprel': 'nsubj', 'lemma': 'הגנה'}]"
16,על,ADP,ADP,,18.0,case,"(49, 51)",על,
"(17, 18)",הפלדה,,,,,,"(52, 57)",,"[{'id': 17, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 18, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 18, 'text': 'פלדה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 15, 'deprel': 'nmod', 'lemma': 'פלדה'}]"
19,תלויה,VERB,VERB,"Gender=Fem|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",12.0,acl:relcl,"(58, 63)",תלה,
20,בעיקר,ADV,ADV,,21.0,advmod,"(64, 69)",בעיקר,
"(21, 22)",בטיב,,,,,,"(70, 74)",,"[{'id': 21, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 22, 'deprel': 'case', 'lemma': 'ב'}, {'id': 22, 'text': 'טיב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 19, 'deprel': 'obl', 'lemma': 'טיב'}]"
"(23, 24)",הבטון,,,,,,"(75, 80)",,"[{'id': 23, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 24, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 24, 'text': 'בטון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 22, 'deprel': 'compound:smixut', 'lemma': 'בטון'}]"
"(25, 26)",בשכבת,,,,,,"(81, 86)",,"[{'id': 25, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 26, 'deprel': 'case', 'lemma': 'ב'}, {'id': 26, 'text': 'שכבת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Fem|Number=Sing', 'head': 22, 'deprel': 'nmod', 'lemma': 'שכבה'}]"
"(27, 28)",הכיסוי,,,,,,"(87, 93)",,"[{'id': 27, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 28, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 28, 'text': 'כיסוי', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 26, 'deprel': 'compound:smixut', 'lemma': 'כיסוי'}]"
29,",",PUNCT,PUNCT,,19.0,punct,"(93, 94)",",",
"(30, 31)",וטיב,,,,,,"(95, 99)",,"[{'id': 30, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 35, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 31, 'text': 'טיב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 35, 'deprel': 'nsubj', 'lemma': 'טיב'}]"
32,זה,PRON,PRON,Gender=Masc|Number=Sing|Person=3|PronType=Dem,31.0,det,"(100, 102)",זה,
33,איננו,AUX,AUX,Gender=Masc|Number=Sing|Person=3|Polarity=Neg|VerbForm=Part|VerbType=Cop,35.0,advmod,"(103, 108)",איננו,
34,בהכרח,ADV,ADV,,35.0,advmod,"(109, 114)",בהכרח,
35,משתקף,VERB,VERB,"Gender=Masc|HebBinyan=PIEL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",9.0,conj,"(115, 120)",השתקף,
"(36, 37)",בטיב,,,,,,"(121, 125)",,"[{'id': 36, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 37, 'deprel': 'case', 'lemma': 'ב'}, {'id': 37, 'text': 'טיב', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 35, 'deprel': 'obl', 'lemma': 'טיב'}]"
"(38, 39)",הבטון,,,,,,"(126, 131)",,"[{'id': 38, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 39, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 39, 'text': 'בטון', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 37, 'deprel': 'compound:smixut', 'lemma': 'בטון'}]"
40,",",PUNCT,PUNCT,,35.0,punct,"(131, 132)",",",
41,כפי,SCONJ,SCONJ,,44.0,mark,"(133, 136)",כפי,
"(42, 43)",שהוא,,,,,,"(137, 141)",,"[{'id': 42, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 41, 'deprel': 'fixed', 'lemma': 'ש'}, {'id': 43, 'text': 'הוא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Gender=Masc|Number=Sing|Person=3|PronType=Prs', 'head': 44, 'deprel': 'nsubj', 'lemma': 'הוא'}]"
44,בא,VERB,VERB,Gender=Masc|HebBinyan=PAAL|Number=Sing|Person=3|Tense=Past|Voice=Act,35.0,advcl,"(142, 144)",בא,
45,לידי,ADP,ADP,,46.0,case,"(145, 149)",לידי,
46,ביטוי,NOUN,NOUN,Gender=Masc|Number=Sing,44.0,obl,"(150, 155)",ביטוי,
"(47, 48)",בבדיקת,,,,,,"(156, 162)",,"[{'id': 47, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 48, 'deprel': 'case', 'lemma': 'ב'}, {'id': 48, 'text': 'בדיקת', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Fem|Number=Sing', 'head': 44, 'deprel': 'obl', 'lemma': 'בדיקה'}]"
"(49, 50)",החוזק,,,,,,"(163, 168)",,"[{'id': 49, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 50, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 50, 'text': 'חוזק', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 48, 'deprel': 'compound:smixut', 'lemma': 'חוזק'}]"
"(51, 52)",התקנית,,,,,,"(169, 175)",,"[{'id': 51, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 52, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 52, 'text': 'תקנית', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Fem|Number=Sing', 'head': 48, 'deprel': 'amod', 'lemma': 'תקני'}]"
"(1, 2)",לאשפרה,,,,,,"(1, 7)",,"[{'id': 1, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 2, 'deprel': 'case', 'lemma': 'ל'}, {'id': 2, 'text': 'אשפרה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 7, 'deprel': 'obl', 'lemma': 'אשפרה'}]"
3,לקויה,ADJ,ADJ,Gender=Fem|Number=Sing,2.0,amod,"(8, 13)",לקוי,
4,של,ADP,ADP,Case=Gen,6.0,case:gen,"(14, 16)",של,
"(5, 6)",הבטון,,,,,,"(17, 22)",,"[{'id': 5, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 6, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 6, 'text': 'בטון', 'upos': 'NOUN', 'xpos': 'NOUN', 'head': 2, 'deprel': 'nmod', 'lemma': 'בטון'}]"
7,יש,VERB,VERB,HebExistential=True,0.0,root,"(23, 25)",יש,
8,השפעה,NOUN,NOUN,Gender=Fem|Number=Sing,7.0,nsubj,"(26, 31)",השפעה,
9,קטנה,ADJ,ADJ,Gender=Fem|Number=Sing,8.0,amod,"(32, 36)",קטן,
10,יחסית,ADV,ADV,,9.0,advmod,"(37, 42)",יחסית,
11,על,ADP,ADP,,13.0,case,"(43, 45)",על,
"(12, 13)",החוזק,,,,,,"(46, 51)",,"[{'id': 12, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 13, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 13, 'text': 'חוזק', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act', 'head': 8, 'deprel': 'nmod', 'lemma': 'חוזק'}]"
14,",",PUNCT,PUNCT,,7.0,punct,"(51, 52)",",",
15,בעוד,ADP,ADP,,29.0,case,"(53, 57)",בעוד,
"(16, 19)",שהשפעתה,,,,,,"(58, 65)",,"[{'id': 16, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 29, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 17, 'text': 'השפעה_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Fem|Number=Sing', 'head': 29, 'deprel': 'nsubj', 'lemma': 'השפעה'}, {'id': 18, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 19, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 19, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 17, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
20,על,ADP,ADP,,21.0,case,"(66, 68)",על,
21,טיב,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,17.0,nmod,"(69, 72)",טיב,
